RespondentID,q1AgeBeginCoding,q3Gender,q6LearnCodeUni,q6LearnCodeSelfTaught,q6LearnCodeDontKnowHowToYet,q30LearnCodeStackOverflow,q30LearnCodeYoutube,q30LearnCodeMOOC,q30LearnCodeCompCodingSites,q30LearnCodeOnlineTutorial,q30LearnCodeBooks,q30LearnCodeAcademicPaper,q30LearnCodeOther,q8Student
6460676438,3,1,1,1,0,1,0,0,0,0,1,0,0,0
6479194328,3,1,0,1,0,1,1,0,0,1,1,0,0,0
6465138934,4,1,1,1,0,1,1,1,0,1,1,0,0,1
6467692740,7,1,0,1,0,1,1,1,0,0,1,0,0,0
6463275952,5,1,0,1,0,1,1,1,1,1,0,0,0,0
6479419480,3,1,0,1,0,1,1,1,1,1,1,0,0,1
6480988770,2,1,0,1,0,1,0,0,0,0,0,0,0,0
6467387711,3,1,0,1,0,1,0,1,1,0,0,0,0,1
6478406519,4,2,0,1,0,1,1,1,1,1,0,0,0,1
6464553043,3,2,1,0,0,1,0,1,0,1,1,0,0,1
6464962304,4,1,1,1,0,1,1,1,0,1,1,0,1,0
6479487800,3,1,0,1,0,1,1,1,0,0,0,0,0,1
6459163779,3,1,0,1,0,1,1,0,0,0,1,0,0,0
6463629153,1,1,0,1,0,1,1,1,1,0,1,0,0,1
6473269990,5,2,0,1,0,1,0,1,1,1,0,0,0,0
6460864611,3,1,1,1,0,1,1,1,0,0,1,0,0,0
6462432226,7,1,0,1,0,0,0,0,0,0,0,0,1,0
6490780142,3,1,1,1,0,1,1,0,0,0,1,1,1,0
6462185355,2,1,0,1,0,1,1,1,0,0,1,0,0,1
6464069861,8,1,0,1,0,1,1,1,1,1,0,0,0,1
6468077107,4,2,0,1,0,0,0,1,0,0,0,1,0,1
6464919624,5,1,0,1,1,1,1,1,1,0,0,0,0,0
6464022754,4,1,0,0,0,1,1,1,1,1,1,1,0,0
6468485451,4,1,0,1,0,1,1,1,1,1,1,0,0,0
6486794933,4,1,0,1,0,1,0,1,1,0,1,0,1,1
6470186390,3,1,1,1,0,1,1,1,0,0,1,1,0,1
6479114622,5,1,0,1,0,1,1,1,0,0,1,0,0,1
6464755284,2,1,1,0,0,1,0,0,0,0,0,0,1,0
6489181736,3,2,0,1,0,1,1,1,0,1,1,0,0,0
6479614034,2,1,1,1,0,1,0,1,0,0,1,1,0,0
6465432711,4,1,0,0,0,1,1,1,0,0,0,0,0,0
6477479331,3,1,1,1,0,1,1,0,0,1,1,0,0,0
6462083928,3,2,1,0,0,1,0,1,1,1,1,0,0,0
6464784968,4,1,0,0,1,1,0,1,0,0,0,0,0,0
6464757502,3,1,1,1,0,1,1,1,1,1,1,1,0,0
6477144631,4,1,0,1,0,1,0,1,1,0,1,1,0,0
6463352760,2,1,1,1,0,1,1,0,0,0,0,0,0,0
6465234080,2,1,1,1,0,1,1,1,1,0,1,1,0,0
6455206694,3,3,1,1,0,0,1,1,0,1,1,0,0,0
6455264407,3,1,1,1,0,0,0,0,1,1,1,0,0,0
6458967973,3,1,1,1,0,1,1,1,1,1,1,1,0,1
6457792365,3,1,1,1,0,1,0,1,0,0,1,0,0,0
6457842756,3,2,1,1,0,1,1,1,1,1,1,1,0,0
6460684785,3,1,1,1,0,1,1,1,0,0,1,0,0,1
6460859878,2,1,1,0,0,1,0,0,1,0,1,0,0,1
6460895020,3,1,1,1,0,0,0,0,0,0,0,0,0,0
6460955337,3,2,1,0,0,0,1,1,1,1,1,0,0,1
6461025170,1,2,0,1,0,1,1,1,0,0,1,0,0,1
6461082866,8,1,0,1,0,1,0,0,0,1,1,0,0,0
6461116568,3,1,0,1,0,1,0,0,0,0,0,1,0,0
6461193763,3,1,1,0,0,1,1,0,0,0,0,0,0,1
6460668170,4,1,1,1,0,1,1,1,1,1,1,0,0,0
6460668366,3,1,1,1,0,1,1,0,0,0,1,0,1,0
6460681757,3,1,1,1,0,1,1,0,0,1,0,0,0,0
6460701547,3,2,1,1,0,1,1,0,0,1,1,1,0,0
6460704673,4,1,1,1,0,1,0,1,1,0,0,0,0,0
6460721993,3,1,1,0,0,1,0,0,0,1,0,0,0,1
6460743365,2,1,1,1,0,1,1,1,0,0,1,0,0,0
6463542211,4,1,0,1,0,1,1,1,0,1,0,0,0,0
6463552098,2,1,1,1,0,1,1,1,1,1,1,1,0,1
6463602857,3,1,1,1,0,0,1,1,1,1,0,0,0,0
6463650873,3,1,1,1,0,1,1,1,1,1,1,1,0,1
6463667293,3,2,1,1,0,1,1,1,0,0,1,0,0,1
6463714173,3,2,1,0,0,1,0,0,0,0,0,0,0,1
6463747571,3,1,1,0,0,1,1,1,0,0,0,0,0,1
6463805332,#NULL!,#NULL!,0,0,0,1,1,0,0,0,1,0,0,1
6463811263,2,1,1,1,0,1,1,1,0,0,1,1,0,1
6463831580,4,1,0,1,0,0,0,1,1,1,0,0,0,0
6464095834,3,2,1,1,0,1,1,1,0,1,1,0,0,0
6462709695,3,1,0,1,0,1,0,1,1,0,1,0,0,0
6464326369,3,1,1,1,0,1,1,1,1,1,1,1,0,1
6464397142,4,1,1,1,0,1,1,1,0,1,1,0,1,1
6463292561,2,1,1,1,0,1,1,0,1,0,0,0,1,1
6463327453,4,1,0,1,0,1,0,0,0,0,1,0,0,0
6463411681,3,2,0,1,0,1,1,0,0,0,1,1,0,1
6463318771,5,1,1,1,0,1,1,1,1,1,1,0,0,0
6463460525,3,1,1,0,0,1,0,0,0,0,1,0,0,1
6463506255,1,1,0,1,0,0,1,1,0,0,0,0,0,0
6463525485,4,1,1,0,0,1,0,0,0,0,0,0,0,0
6463537721,2,1,0,1,0,1,1,0,1,0,0,0,0,0
6464788202,3,1,1,1,0,1,1,0,0,0,1,1,0,0
6465216526,1,1,0,1,0,1,1,0,0,1,0,0,0,1
6465251747,4,1,1,1,0,0,1,1,0,0,0,0,0,0
6465892351,1,1,1,1,0,1,1,1,0,1,0,0,0,0
6470855151,3,1,0,0,0,0,0,0,0,0,0,0,1,1
6471218475,3,1,1,1,0,1,1,0,0,1,1,0,0,1
6478965251,3,2,1,1,0,1,1,1,1,1,1,0,0,0
6479013315,3,3,1,0,0,1,1,1,0,1,0,0,0,0
6479074510,2,2,1,0,0,1,0,1,0,1,1,0,0,0
6479099537,3,1,0,1,0,1,0,1,0,1,1,0,0,0
6479109460,2,1,1,1,0,1,1,1,0,0,1,0,0,0
6479167506,3,2,1,0,0,1,0,0,0,1,0,0,0,1
6479215282,2,1,1,1,0,1,1,1,1,1,1,0,0,0
6479326187,1,1,0,1,0,1,1,0,0,0,0,0,0,1
6479389769,2,1,1,0,0,0,0,0,1,0,0,0,0,1
6479433931,1,1,0,1,0,1,0,0,0,0,1,0,0,1
6479584103,3,1,1,1,0,1,1,1,1,1,1,0,0,1
6479632092,4,1,1,1,0,1,1,1,0,0,1,0,0,0
6479689954,3,2,1,0,0,1,0,0,0,0,0,0,1,1
6479735041,6,1,0,0,0,1,1,1,1,1,1,0,0,0
6478866158,3,2,1,1,0,0,1,0,1,1,1,0,0,0
6478893174,2,1,0,1,0,1,1,0,0,1,1,0,0,0
6478942161,1,1,0,0,0,1,0,0,0,0,1,0,0,1
6478955861,3,2,1,1,0,1,1,1,0,0,0,0,0,1
6480739723,4,2,1,0,0,0,0,0,0,1,0,0,0,0
6481312340,2,2,1,1,0,1,1,1,1,0,1,1,0,1
6480039379,3,1,1,1,0,1,1,0,0,1,1,0,0,0
6482867551,4,1,0,1,0,1,1,1,0,1,1,1,0,0
6462166699,3,2,0,1,0,1,0,1,1,1,1,0,0,0
6462260440,3,1,1,1,0,1,1,0,0,1,1,0,0,1
6465233082,5,2,1,1,0,1,1,1,0,1,1,0,0,0
6477493727,3,1,1,0,0,1,1,1,0,1,1,0,0,0
6477500809,2,1,0,1,0,1,0,0,0,0,1,0,0,0
6477508684,3,1,1,1,0,1,1,0,0,0,1,0,0,1
6477518102,3,1,1,0,0,1,0,0,0,0,1,0,0,0
6477721719,3,1,1,0,0,1,1,0,0,1,1,0,0,1
6477796847,2,1,1,1,0,1,0,0,1,1,1,0,0,1
6485698264,4,1,0,1,0,1,1,1,1,1,1,0,0,0
6477524821,3,1,1,0,0,1,1,1,0,1,1,0,0,0
6462279867,6,1,0,1,0,1,1,0,1,0,1,0,0,0
6466426590,4,1,1,1,0,1,1,1,1,1,1,1,0,0
6477138974,3,1,1,1,0,0,1,0,1,0,0,0,0,1
6462088166,3,2,1,0,0,1,0,0,0,0,1,0,0,0
6464280474,3,1,1,1,0,1,1,0,0,1,0,0,0,1
6464610881,3,1,0,1,0,1,1,0,0,1,1,0,0,1
6465497495,3,1,1,0,0,1,1,0,1,1,0,0,0,1
6464740072,4,1,0,1,0,1,0,0,1,1,1,1,0,0
6468962514,3,1,0,0,0,0,0,1,0,1,0,0,0,0
6477498280,2,1,1,1,0,1,0,1,0,0,1,0,0,0
6477524398,4,1,0,1,0,1,1,0,0,1,0,0,0,0
6477918981,4,1,0,1,0,1,1,1,0,0,0,0,0,0
6477841160,3,1,1,1,0,1,1,1,0,1,1,1,0,1
6480187031,2,1,0,1,0,1,1,1,1,1,1,1,0,1
6461785695,4,1,0,1,0,1,1,1,1,1,1,1,0,0
6477325652,3,1,0,1,0,1,1,1,0,0,1,0,1,0
6477378141,3,1,0,1,0,1,1,1,1,1,0,0,0,1
6477187195,3,1,1,1,0,1,0,1,0,1,1,0,0,0
6465135966,3,1,1,1,0,1,1,0,0,1,0,0,0,0
6462125661,2,1,0,1,0,1,0,1,1,1,1,1,0,1
6462974026,3,1,1,1,0,1,1,0,0,1,0,0,0,1
6465101196,3,1,1,0,0,1,1,0,0,0,0,0,0,0
6477590903,3,1,1,1,0,1,0,1,0,0,0,1,0,1
6477702979,3,1,1,1,0,1,1,1,0,0,1,1,0,1
6477744562,3,1,0,1,0,1,1,1,0,0,1,1,0,0
6464828459,4,1,1,1,0,1,1,1,1,1,1,1,0,0
6465117172,6,1,1,1,1,1,1,0,0,1,1,0,0,0
6465992449,2,1,0,1,0,1,1,0,0,0,1,0,0,0
6477765178,3,1,1,0,0,1,1,0,0,1,1,1,0,0
6481347470,2,1,0,1,0,1,0,0,1,0,1,0,0,1
6465941386,3,1,1,0,0,0,0,1,0,0,0,0,0,0
6477172316,4,1,1,0,0,1,1,0,0,0,1,0,0,0
6477549347,4,1,1,0,0,1,1,1,0,0,0,0,0,0
6469107535,3,1,1,0,0,1,0,0,0,1,1,0,0,1
6479245257,3,1,0,1,0,1,1,1,0,1,1,0,1,0
6480752543,3,1,0,1,0,1,0,1,0,0,1,0,0,1
6483351408,3,1,0,1,0,1,1,1,1,0,1,0,0,0
6478307081,2,1,1,1,0,1,1,1,1,1,0,1,0,1
6480243273,4,2,1,1,0,1,0,1,0,0,0,0,0,0
6477644752,3,1,1,1,0,1,0,0,1,0,0,0,0,1
6463302613,3,1,1,1,0,1,1,1,1,1,1,1,0,0
6477483181,2,1,1,1,0,0,0,0,0,0,1,0,0,1
6464673798,3,1,1,1,0,1,1,1,1,0,0,0,0,0
6477140112,3,1,1,0,0,0,0,0,1,0,0,0,0,0
6483109782,2,1,0,1,0,1,0,0,1,0,0,0,0,1
6479241440,3,1,0,1,0,1,1,0,1,1,1,0,0,0
6477490464,1,1,1,1,0,1,0,0,0,0,0,0,0,0
6478534877,5,2,1,1,0,1,0,1,0,1,0,0,0,0
6464424755,3,1,1,1,0,1,1,1,1,0,1,1,0,1
6471596364,2,1,1,1,0,1,1,1,1,0,1,0,0,0
6474269846,3,1,0,1,0,1,1,0,0,0,1,0,0,0
6477259877,3,1,1,1,0,1,1,1,0,1,1,0,0,0
6471486053,2,1,1,1,0,1,1,1,1,1,0,0,0,1
6470428569,2,1,1,1,0,1,1,1,1,0,1,1,0,1
6472071696,3,1,0,1,0,1,1,1,1,0,1,0,0,1
6474324161,3,1,1,1,0,1,1,1,1,1,1,1,0,0
6474338566,3,1,1,1,0,1,1,0,1,0,0,0,0,1
6474336453,3,1,1,1,0,1,1,0,1,0,0,0,0,0
6474341668,2,1,0,1,0,1,1,1,1,0,1,0,0,1
6474341594,3,1,1,1,0,1,1,1,1,0,0,0,0,1
6474340004,2,1,0,1,0,1,0,1,0,0,1,0,0,1
6474345631,3,1,1,1,0,1,1,1,1,0,1,1,0,1
6474347919,2,1,0,1,0,1,0,1,1,0,1,1,0,1
6474358365,3,1,0,1,0,1,1,1,1,0,1,0,1,1
6474368404,3,1,0,1,0,1,1,1,0,1,1,0,0,1
6474365710,3,1,1,0,0,1,1,0,1,1,1,1,0,0
6474490723,3,1,1,1,0,1,1,1,1,0,1,1,0,1
6474551045,3,1,1,0,0,0,1,0,1,0,0,0,0,1
6474570385,3,1,1,1,0,1,0,0,1,0,1,0,0,1
6474426919,3,1,1,0,0,0,1,1,1,0,0,0,0,0
6474792953,3,1,1,0,0,1,1,1,1,0,1,0,0,1
6474823614,3,1,1,0,0,1,1,1,1,1,1,1,0,1
6475052272,3,1,0,1,0,0,1,0,0,0,0,0,0,1
6475171879,3,1,1,1,0,1,1,0,1,0,0,0,0,1
6475195507,4,1,0,1,0,1,1,1,1,1,0,0,0,0
6475381811,#NULL!,1,0,1,0,1,1,0,0,0,1,0,0,1
6477066754,3,1,1,1,0,1,0,0,1,0,0,0,0,1
6475837258,3,1,0,1,0,1,1,1,1,0,0,0,0,1
6476017621,3,1,0,1,0,1,1,1,1,1,1,1,0,0
6474381212,4,1,0,1,0,1,1,1,1,1,1,0,0,1
6474391375,3,1,1,1,0,1,1,1,1,1,1,0,0,0
6474405717,3,1,1,0,0,1,1,1,0,0,0,0,0,1
6474432622,3,1,0,1,0,1,1,1,1,1,0,1,0,1
6474438338,2,1,0,1,0,1,1,1,0,0,1,1,0,1
6478976431,3,1,1,0,0,1,1,0,0,1,1,0,0,1
6479030631,3,1,0,1,0,0,0,1,1,0,1,0,0,1
6477341746,2,1,1,0,0,1,0,1,0,0,0,0,0,1
6479351759,3,1,0,1,0,1,1,0,0,0,0,0,0,1
6479579555,2,1,0,1,0,1,1,1,1,1,1,0,0,1
6479587158,3,1,0,1,0,1,1,0,1,0,1,1,0,0
6479597583,3,2,1,0,0,1,1,1,1,1,0,0,0,1
6479669908,2,1,0,1,0,1,1,1,0,0,1,1,0,1
6479711102,3,1,1,1,0,1,1,1,1,1,0,0,0,1
6479671465,3,1,1,0,0,1,1,1,1,1,1,1,0,1
6479731496,1,1,0,1,0,1,1,1,0,0,0,0,0,0
6479758711,3,1,1,1,0,1,1,1,1,1,1,1,1,0
6479805266,3,1,1,1,0,1,1,1,1,1,1,1,0,1
6479798830,3,1,1,0,0,1,1,1,0,1,0,0,0,0
6479849546,3,1,0,1,0,0,0,1,1,0,0,0,0,0
6479898221,2,1,1,1,0,1,1,0,1,1,1,0,0,1
6479892830,3,2,1,0,0,1,1,0,1,1,1,0,0,1
6479977719,4,2,1,0,0,1,1,1,0,0,1,1,0,1
6478883138,3,1,1,0,0,1,0,1,1,0,0,1,0,0
6478866816,3,1,1,1,0,1,1,1,1,1,1,1,0,0
6478900975,3,1,1,1,0,1,1,1,1,0,1,0,0,1
6478927310,3,1,0,0,1,1,1,1,1,1,1,1,0,1
6480289051,3,1,0,1,0,0,0,0,1,0,1,0,0,1
6481996055,2,1,0,1,0,1,1,0,0,1,1,0,0,1
6482160225,3,1,1,1,0,1,1,1,1,1,0,0,0,1
6483388864,3,1,0,1,0,1,1,1,1,0,1,1,1,1
6484176069,3,1,1,0,0,1,1,1,1,0,1,0,0,1
6484332198,3,1,0,1,0,1,1,1,0,0,0,0,0,0
6486785283,3,1,1,1,0,1,1,1,0,0,0,0,0,1
6486787390,3,1,1,1,0,1,0,0,0,1,1,0,0,0
6486788688,3,1,1,1,0,1,1,1,1,0,1,0,0,1
6486786529,3,1,0,1,0,0,1,0,0,0,1,1,0,0
6486784224,2,1,1,0,0,1,1,1,1,0,1,0,0,1
6486793378,2,1,1,1,0,1,1,1,1,0,0,0,0,1
6486794222,3,1,0,1,0,1,1,1,1,0,1,0,0,1
6486808622,3,2,1,0,0,1,1,1,0,0,0,0,0,0
6488557296,3,1,1,1,0,1,1,1,0,0,1,0,0,1
6486889216,3,1,1,0,0,1,1,1,0,0,1,0,0,1
6486967509,3,2,0,1,0,1,1,1,1,0,0,0,0,1
6487158260,3,1,0,1,0,1,1,1,1,0,1,0,0,1
6487164669,3,1,0,1,0,1,1,0,0,0,1,0,0,1
6487194177,4,2,0,1,1,1,1,1,0,0,1,0,0,1
6487221747,2,1,1,0,0,1,1,1,1,1,1,1,0,1
6487502898,2,1,1,0,0,1,1,1,1,1,1,1,0,1
6487586154,3,1,1,0,0,1,1,1,1,1,0,0,0,1
6487751907,3,1,0,1,0,1,1,1,1,1,1,0,0,1
6489338096,2,2,1,0,0,1,1,1,0,0,0,0,0,1
6489355323,3,1,1,1,0,1,1,1,0,0,0,1,0,0
6489402878,3,2,1,1,0,1,1,1,1,0,1,0,0,1
6488182054,4,1,0,1,0,1,1,1,0,0,0,0,0,0
6486850968,3,1,0,1,0,1,0,0,0,1,1,0,0,0
6486846192,2,1,1,1,0,1,1,1,0,1,1,0,0,1
6486868629,3,1,0,1,0,1,1,1,1,0,0,0,0,1
6490435225,3,1,1,1,0,1,0,1,1,0,0,0,0,1
6477617764,4,1,1,1,0,1,1,1,1,1,1,0,0,0
6462069166,2,1,1,1,0,1,0,0,0,1,1,1,0,0
6462149775,2,1,1,1,0,1,1,1,0,0,1,0,0,0
6464975342,2,1,0,1,0,1,1,1,1,0,0,0,0,1
6464869361,2,1,1,0,0,1,1,0,0,0,0,0,0,1
6477552761,3,1,1,0,0,1,1,1,0,0,0,1,0,1
6477648581,2,1,1,1,0,1,1,0,0,0,1,0,0,0
6454918988,2,1,0,1,0,1,0,1,0,0,0,0,0,1
6464761535,1,1,0,1,0,1,0,1,1,1,0,0,0,1
6477516602,2,1,0,1,0,1,0,1,1,1,1,0,0,1
6479515432,3,1,1,0,0,1,1,0,0,1,1,0,0,1
6462196014,2,1,1,1,0,1,1,0,0,1,1,0,0,0
6483036262,2,1,1,1,0,1,1,0,0,0,1,0,0,0
6478379759,3,1,0,1,0,0,0,0,0,0,1,1,0,1
6480599851,3,1,1,0,0,1,1,0,0,0,1,1,0,0
6458244872,4,1,1,1,0,1,1,1,1,1,1,0,0,0
6463613595,1,1,0,0,0,1,1,1,1,1,1,0,0,0
6463629125,4,1,1,1,0,1,1,1,0,0,1,0,0,1
6463857099,2,1,0,1,0,1,1,1,1,1,1,0,0,1
6463311790,3,1,0,1,0,1,0,1,1,0,0,0,0,1
6463339375,2,1,1,1,0,1,1,1,0,1,1,0,0,1
6463442714,3,1,1,1,0,1,0,0,0,0,1,0,0,1
6466453772,3,1,0,1,0,1,1,0,1,0,0,1,0,0
6478945214,2,1,1,1,0,0,1,1,0,0,1,0,0,0
6477180519,3,1,1,0,0,0,0,1,0,0,0,0,0,0
6463631972,2,1,1,0,0,1,0,0,1,1,1,0,0,0
6463738899,3,1,1,0,0,1,0,1,1,0,1,1,0,1
6464102715,3,1,1,1,0,1,1,1,0,0,0,0,0,1
6463394496,3,1,1,1,0,1,1,1,0,1,1,0,0,0
6478960334,2,1,0,0,0,1,1,0,0,0,0,0,1,0
6478926401,2,1,1,1,0,1,1,0,0,0,0,0,1,1
6460104829,4,1,1,1,0,1,1,0,1,0,1,1,0,1
6464397176,2,1,0,1,0,1,1,0,1,1,1,0,0,1
6474790283,2,1,1,0,0,1,0,1,0,0,0,0,0,0
6477445861,2,1,0,1,0,1,1,0,0,0,0,0,0,0
6454818956,5,1,0,1,0,1,1,0,0,1,0,0,0,0
6457766294,4,1,1,1,0,1,1,1,0,1,0,0,0,0
6460917568,3,1,0,1,0,1,1,1,0,0,1,0,0,1
6460675292,2,2,0,1,0,1,1,0,0,0,0,0,0,1
6460695038,3,1,1,0,0,1,1,0,1,0,0,0,0,1
6463549434,5,1,1,1,0,1,1,1,0,0,0,0,0,0
6463710688,3,1,1,0,0,1,0,0,0,0,0,0,0,1
6463507543,2,1,0,1,0,1,1,1,0,0,1,1,0,0
6463763434,3,1,1,0,0,0,1,0,0,1,1,0,0,0
6462064245,2,1,1,0,0,1,1,1,0,0,1,0,0,0
6462125434,2,1,0,1,0,1,1,0,0,1,0,0,0,1
6463280152,2,1,0,1,0,0,0,1,1,1,0,0,0,1
6463539122,2,1,1,0,0,1,0,1,0,1,0,0,0,0
6464794099,3,1,0,1,0,1,1,1,0,1,1,0,0,0
6466366604,3,1,1,1,0,1,1,1,0,1,0,0,0,1
6464869474,4,1,0,1,0,0,0,1,0,0,0,0,0,0
6465350060,3,1,1,1,0,1,1,1,0,0,1,0,0,1
6467090412,3,1,1,1,0,1,1,1,1,0,1,0,0,0
6467124557,2,1,0,1,0,1,1,0,0,0,1,0,0,1
6467715707,2,1,1,0,0,1,0,0,0,1,1,1,1,0
6471593921,2,1,1,1,0,1,0,0,1,0,0,0,0,0
6471601057,3,1,1,1,0,1,1,0,0,0,0,0,0,0
6471805094,1,1,1,1,0,1,1,1,0,1,1,0,0,0
6474167410,3,1,0,1,0,1,1,1,1,0,0,0,0,0
6474468198,3,1,1,1,0,1,1,0,0,0,1,0,0,0
6477144104,3,2,1,0,0,1,1,0,0,0,0,0,1,1
6476063790,3,1,0,1,0,1,1,1,1,0,1,1,0,1
6479035044,2,1,1,1,0,1,1,0,1,0,0,0,0,1
6479108325,3,1,1,1,0,1,1,1,1,1,1,0,0,0
6479148172,3,2,1,0,0,1,0,1,1,1,0,0,0,0
6479320767,1,1,1,1,0,1,1,1,1,1,1,0,0,0
6477493488,4,1,0,0,0,1,0,0,0,1,0,0,0,0
6477602476,3,1,1,1,0,1,1,0,0,0,1,0,0,0
6479604180,2,1,0,1,0,1,1,0,1,1,0,0,0,1
6477887112,3,1,1,1,0,1,1,0,0,0,0,0,0,1
6478093671,1,1,0,1,0,1,1,0,1,1,1,0,0,1
6478198837,1,1,0,1,0,0,1,1,0,0,1,1,0,0
6478517755,4,1,1,1,0,1,1,0,0,0,1,1,0,0
6478851898,3,2,1,1,0,1,0,1,1,0,1,1,0,1
6478864248,2,1,1,1,0,1,1,0,1,0,1,0,0,1
